year,district,crop,yield_kg_per_ha,area_ha,production_tonnes,rainfall_mm,temp_avg_c,temp_min_c,temp_max_c,humidity_pct,soil_pH,soil_organic_C_pct,soil_N_kg,soil_P_kg,soil_K_kg,soil_sand_pct,soil_silt_pct,soil_clay_pct
2011,Deogarh,groundnut,1568,2127,3335,1020.9,26.2,22.2,31.9,78.6,6.4,0.81,127.6,17.0,147.5,70.0,23.9,6.1
2011,Deogarh,sesame,1266,2498,3162,1256.1,30.5,25.1,35.9,69.5,7.1,1.13,168.7,6.8,139.9,37.0,34.4,28.6
2011,Dhenkanal,rice,2809,1771,4974,1191.4,27.1,21.3,29.9,63.9,6.6,1.16,175.4,5.0,181.0,38.6,23.1,38.3
2011,Dhenkanal,maize,1843,1907,3514,1079.1,22.6,16.7,28.9,76.5,5.9,0.74,199.7,26.0,183.4,37.7,35.8,26.5
2011,Dhenkanal,pulses,1314,2727,3583,1340.9,28.6,23.5,35.0,74.1,6.1,1.22,234.9,15.6,126.0,48.0,39.6,12.4
2011,Dhenkanal,groundnut,1849,2155,3984,1540.0,29.1,23.9,35.0,59.7,6.7,1.34,189.1,11.5,117.4,34.1,27.2,38.7
2011,Dhenkanal,sesame,807,1297,1046,1203.1,28.8,24.7,35.3,75.1,7.0,0.6,242.7,9.1,194.5,46.7,40.5,12.8
2011,Gajapati,rice,2206,1552,3423,1319.4,25.1,19.6,28.7,78.5,5.9,0.97,231.3,13.0,179.1,47.6,29.6,22.8
2011,Gajapati,maize,1747,1018,1778,1269.9,23.9,18.8,28.6,76.8,6.3,0.7,236.6,23.4,165.8,49.7,20.0,30.3
2011,Gajapati,pulses,1389,2306,3203,996.7,26.5,21.5,31.4,73.3,7.2,1.12,134.4,26.2,216.4,48.9,45.9,5.2
2011,Gajapati,groundnut,2303,2511,5782,1249.9,29.1,24.0,34.1,66.5,7.3,0.55,276.6,25.0,80.0,48.7,20.0,31.3
2011,Gajapati,sesame,1056,2442,2578,1081.5,27.2,20.2,31.7,59.4,7.2,1.39,200.2,30.1,217.1,37.6,30.1,32.3
2011,Ganjam,rice,2807,2842,7977,1312.6,25.2,18.2,29.7,66.6,6.7,1.27,242.7,24.1,173.2,45.4,40.6,14.0
2011,Ganjam,maize,1367,1851,2530,1248.3,24.7,19.3,29.5,87.6,7.3,0.66,192.5,19.3,127.4,47.0,27.4,25.6
2011,Ganjam,pulses,917,2311,2119,1325.9,25.4,19.5,29.8,72.5,6.9,0.79,222.7,14.8,140.2,42.9,27.5,29.6
2011,Ganjam,groundnut,1755,1225,2149,1101.8,26.4,21.7,31.2,69.4,6.7,1.06,167.5,8.0,97.9,40.1,31.5,28.4
2011,Ganjam,sesame,707,1351,955,1108.8,27.4,21.8,31.8,65.9,6.0,0.79,157.6,25.7,60.7,41.4,38.0,20.6
2011,Jagatsinghpur,rice,2545,3346,8515,1270.0,25.0,20.1,28.2,69.2,6.1,1.07,172.5,18.8,118.2,62.4,31.8,5.8
2011,Jagatsinghpur,maize,2458,2407,5916,1296.4,27.7,22.3,30.8,67.2,6.9,0.79,129.7,19.5,235.2,57.5,34.4,8.1
2011,Jagatsinghpur,pulses,1437,1816,2609,859.2,25.2,18.6,29.9,67.6,6.4,1.37,281.3,42.2,142.0,48.0,20.0,32.0
2011,Jagatsinghpur,groundnut,2169,1416,3071,1243.4,24.8,20.4,29.0,63.9,6.2,0.64,241.7,9.0,161.0,57.2,29.9,12.9
2011,Jagatsinghpur,sesame,720,1884,1356,1435.9,27.4,22.9,32.9,59.0,6.8,0.92,184.6,11.6,105.7,50.3,47.3,2.4
2011,Jajpur,rice,2340,2229,5215,782.6,25.8,20.8,29.9,60.6,6.2,0.89,190.6,5.0,50.0,38.9,39.6,21.5
2011,Jajpur,maize,1313,1750,2297,1094.8,29.8,25.2,35.2,71.4,5.4,1.03,210.8,25.1,300.0,24.2,52.2,23.6
2011,Jajpur,pulses,1128,2143,2417,1190.9,26.2,21.8,31.5,54.8,6.9,0.68,143.5,15.5,212.9,39.6,38.6,21.8
2011,Jajpur,groundnut,1617,2378,3845,1337.1,30.7,25.9,36.4,71.0,7.1,0.58,237.3,18.1,146.8,45.9,37.5,16.6
2011,Jajpur,sesame,870,2107,1833,1515.6,29.0,23.1,33.5,61.1,7.0,1.06,273.6,14.0,138.5,28.6,31.1,40.3
2011,Jharsuguda,rice,2749,1766,4854,1328.1,26.6,21.3,30.5,70.9,5.0,0.74,118.5,32.1,188.9,49.7,50.2,0.1
2011,Jharsuguda,maize,1762,2873,5062,1386.4,26.5,20.4,30.4,61.8,6.2,0.64,147.2,32.2,137.1,48.5,29.3,22.2
2011,Jharsuguda,pulses,744,2135,1588,817.5,26.9,23.3,33.9,79.1,6.6,1.18,157.7,25.4,160.0,47.6,47.7,4.7
2011,Jharsuguda,groundnut,1983,2144,4251,869.0,25.1,20.2,30.2,58.7,7.7,1.25,230.1,20.7,139.4,35.5,35.8,28.7
2011,Jharsuguda,sesame,964,1379,1329,1266.8,26.7,23.6,30.8,65.9,7.4,0.97,133.2,24.9,72.6,55.8,30.3,13.9
2011,Kalahandi,rice,2476,2662,6591,942.6,24.2,19.8,30.2,54.8,5.1,0.66,227.6,32.0,126.8,40.9,46.5,12.6
2011,Kalahandi,maize,1532,1805,2765,1238.1,27.9,23.4,32.9,50.0,6.2,0.94,150.9,20.6,172.3,41.6,36.7,21.7
2011,Kalahandi,pulses,959,1896,1818,1322.0,27.3,22.9,32.5,77.1,5.5,1.15,183.2,24.3,209.9,31.3,27.9,40.8
2011,Kalahandi,groundnut,1727,1608,2777,1547.0,25.3,20.9,30.5,58.0,6.3,0.9,183.4,19.1,123.5,29.9,38.2,31.9
2011,Kalahandi,sesame,1338,2009,2688,1245.1,28.4,24.7,35.1,72.0,7.3,0.58,290.9,27.8,177.7,47.3,32.5,20.2
2011,Kandhamal,rice,2800,2070,5796,806.6,24.8,20.0,30.1,69.4,7.1,0.21,207.2,5.0,188.0,44.1,39.2,16.7
2011,Kandhamal,maize,1784,2639,4707,1408.3,28.2,23.3,33.8,62.9,6.9,1.29,253.5,12.7,168.1,32.1,40.7,27.2
2011,Kandhamal,pulses,1312,1065,1397,967.6,26.4,21.7,30.2,73.9,6.6,0.74,162.2,30.5,232.8,40.2,28.9,30.9
2011,Kandhamal,groundnut,1922,1820,3498,1172.1,28.5,25.4,34.8,70.7,6.3,0.77,198.1,5.0,224.7,45.4,39.4,15.2
2011,Kandhamal,sesame,1137,1489,1692,1294.7,26.5,20.7,29.4,69.0,6.2,0.93,223.5,12.9,114.4,43.9,26.0,30.1
2011,Kendrapara,rice,2710,1815,4918,618.6,26.3,22.3,29.7,57.6,6.6,1.2,215.7,13.9,172.8,40.4,28.1,31.5
2011,Kendrapara,maize,1711,1124,1923,1122.0,27.3,22.4,31.9,60.5,6.8,0.4,238.8,10.0,112.4,30.3,30.0,39.7
2011,Kendrapara,pulses,1443,2257,3256,1395.7,28.0,24.1,32.7,62.2,7.2,0.44,244.7,28.9,241.5,40.9,42.1,17.0
2011,Kendrapara,groundnut,2370,1691,4007,893.0,23.2,17.5,26.3,66.3,6.7,0.86,221.3,22.2,213.9,35.5,28.2,36.3
2011,Kendrapara,sesame,706,2415,1704,1380.1,27.9,21.7,31.7,86.7,7.3,1.02,289.1,5.0,123.8,37.6,42.2,20.2
2011,Kendujhar,rice,2237,2378,5319,1474.1,28.4,23.1,32.4,61.5,7.1,1.03,198.0,15.8,50.0,34.3,54.1,11.6
2011,Kendujhar,maize,1679,2094,3515,1401.5,24.5,19.3,30.4,70.1,7.9,0.3,252.9,18.3,188.6,49.4,27.7,22.9
2011,Kendujhar,pulses,1257,1071,1346,1320.6,27.6,22.0,33.7,73.7,6.6,0.54,164.4,31.9,221.8,42.6,35.5,21.9
2011,Kendujhar,groundnut,1573,2586,4067,1333.1,30.9,26.8,35.5,72.3,6.8,0.74,156.4,28.8,186.1,35.8,48.6,15.6
2011,Kendujhar,sesame,1192,2067,2463,1215.9,28.1,24.0,33.1,50.0,6.9,0.33,275.2,16.7,139.4,38.7,32.1,29.2
2011,Khordha,rice,2854,756,2157,1455.4,27.7,23.9,31.6,86.8,6.0,0.45,256.9,23.4,103.1,47.2,24.7,28.1
2011,Khordha,maize,2275,2530,5755,1306.4,27.7,20.9,32.7,58.2,6.7,1.43,149.3,16.4,170.8,44.5,25.2,30.3
2011,Khordha,pulses,1480,3160,4676,1239.2,25.2,21.7,30.5,81.0,6.7,0.8,170.5,9.1,191.7,54.1,20.0,25.9
2011,Khordha,groundnut,2197,2287,5024,1479.9,24.3,20.7,29.2,75.0,7.4,1.01,187.9,9.7,211.5,35.4,51.3,13.3
2011,Khordha,sesame,828,2795,2314,1335.8,26.7,22.2,31.4,74.3,6.5,0.62,191.7,20.8,50.0,49.6,25.2,25.2
2011,Koraput,rice,2211,1156,2555,841.2,24.3,20.0,31.3,64.7,6.6,0.92,206.6,19.2,90.2,59.5,53.1,0.0
2011,Koraput,maize,1579,1487,2347,1144.0,25.1,19.6,29.4,90.0,7.1,0.86,251.3,31.1,121.8,36.8,35.8,27.4
2011,Koraput,pulses,1415,2069,2927,884.6,25.4,20.5,30.3,89.7,5.8,0.95,274.5,42.7,129.8,49.9,40.7,9.4
2011,Koraput,groundnut,1848,1950,3603,1287.2,21.9,16.2,27.0,67.8,7.5,0.6,179.8,39.9,108.4,39.5,33.5,27.0
2011,Koraput,sesame,1110,2103,2334,941.5,25.9,21.5,30.8,74.3,6.7,0.27,253.2,22.5,219.2,49.4,46.0,4.6
2011,Malkangiri,rice,2616,2673,6992,1304.5,26.8,19.5,32.7,75.7,5.9,0.41,214.6,21.5,119.3,46.4,50.9,2.7
2011,Malkangiri,maize,2173,1429,3105,1177.7,25.4,20.8,30.0,65.2,5.9,0.76,172.0,5.0,252.6,55.9,31.2,12.9
2011,Malkangiri,pulses,1204,1414,1702,1539.1,30.8,25.6,36.8,71.8,5.8,0.68,206.6,15.5,139.1,44.1,34.2,21.7
2011,Malkangiri,groundnut,1813,1469,2663,1056.6,24.4,18.4,27.3,81.5,7.2,0.71,69.8,16.4,146.8,34.9,29.8,35.3
2011,Malkangiri,sesame,1282,2332,2989,1015.1,23.8,19.1,28.6,75.0,6.2,0.95,296.8,28.2,147.6,43.2,31.4,25.4
2011,Mayurbhanj,rice,2795,1686,4712,1209.0,27.1,22.6,30.7,73.2,6.5,0.95,173.3,32.2,106.2,62.1,20.0,17.9
2011,Mayurbhanj,maize,2108,2237,4715,1040.9,27.8,21.5,30.6,75.0,5.3,0.51,281.5,14.2,91.3,43.0,55.7,1.3
2011,Mayurbhanj,pulses,742,1474,1093,1499.5,30.7,25.8,34.5,90.0,7.3,1.0,159.4,19.5,142.0,48.3,49.5,2.2
2011,Mayurbhanj,groundnut,2019,1461,2949,1475.3,27.6,21.9,34.1,58.9,6.5,0.64,121.6,23.5,275.6,26.6,34.7,38.7
2011,Mayurbhanj,sesame,1060,2061,2184,1177.4,24.4,19.2,28.6,50.0,7.1,1.09,202.6,22.3,203.7,47.2,44.0,8.8
2011,Nabarangpur,rice,2425,2655,6438,1264.2,27.4,23.7,32.7,61.7,6.2,0.56,146.7,41.2,216.6,64.2,22.8,13.0
2011,Nabarangpur,maize,2017,1353,2729,1060.9,25.2,19.0,29.8,80.7,6.8,1.49,126.0,32.6,207.3,35.3,45.1,19.6
2011,Nabarangpur,pulses,1284,1886,2421,1035.2,25.6,18.6,30.6,77.8,6.1,0.57,254.1,6.5,129.2,45.3,36.1,18.6
2011,Nabarangpur,groundnut,1755,2197,3855,1338.6,28.5,24.5,33.2,81.9,6.9,0.39,217.6,5.0,152.3,64.0,25.5,10.5
2011,Nabarangpur,sesame,691,2382,1645,891.4,25.7,20.1,30.1,67.6,6.9,0.93,213.3,16.6,168.5,43.8,39.6,16.6
2011,Nuapada,rice,2375,1908,4531,1002.0,26.9,22.7,30.8,72.6,6.6,1.03,178.4,24.1,177.5,49.4,26.7,23.9
2011,Nuapada,maize,2037,2182,4444,1201.4,22.8,17.6,30.0,66.4,6.1,0.91,215.6,31.9,87.1,52.3,40.9,6.8
2011,Nuapada,pulses,1164,2169,2524,1405.9,28.7,24.8,34.5,69.4,6.5,0.82,192.5,31.9,145.8,33.8,31.1,35.1
2011,Nuapada,groundnut,1844,2614,4820,1320.6,25.3,17.8,30.6,82.8,6.4,0.96,242.0,32.2,202.9,53.7,31.8,14.5
2011,Nuapada,sesame,757,2166,1639,1386.6,26.6,20.5,33.1,60.8,6.1,0.76,215.4,14.8,217.6,49.2,35.4,15.4
2011,Nayagarh,rice,2141,1342,2873,1256.2,22.7,16.7,27.5,90.0,7.7,0.75,194.7,30.0,235.2,28.6,20.0,51.4
2011,Nayagarh,maize,1844,2291,4224,1299.4,29.1,25.3,31.8,78.6,6.1,0.2,207.3,27.9,143.9,40.4,33.4,26.2
2011,Nayagarh,pulses,1107,1325,1466,1057.1,28.0,22.7,33.2,60.0,6.4,0.2,208.9,34.3,76.3,39.1,38.3,22.6
2011,Nayagarh,groundnut,2113,1775,3750,1061.5,23.1,18.0,30.1,72.8,6.5,0.9,199.4,11.9,191.2,47.3,35.2,17.5
2011,Nayagarh,sesame,656,2651,1739,1332.9,25.9,19.9,30.4,62.2,6.1,0.27,223.6,5.0,88.6,24.2,34.1,41.7
2011,Puri,rice,2462,1836,4520,991.5,24.7,19.2,29.1,73.2,6.1,0.85,265.2,25.9,129.4,47.6,32.6,19.8
2011,Puri,maize,2001,1837,3675,1167.1,27.4,23.4,31.4,56.1,5.7,0.43,208.0,11.1,175.7,45.3,20.0,34.7
2011,Puri,pulses,1363,2405,3278,1001.2,27.8,23.7,32.9,57.4,5.6,0.69,193.8,16.0,90.8,41.0,37.7,21.3
2011,Puri,groundnut,1788,2091,3738,1066.0,29.3,25.5,34.8,81.8,6.7,0.74,173.6,30.4,78.9,35.3,31.0,33.7
2011,Puri,sesame,1209,2189,2646,1006.4,26.4,22.0,30.7,79.8,5.8,1.28,241.4,30.9,126.9,43.5,20.7,35.8
2011,Rayagada,rice,2368,2246,5318,1459.2,24.8,20.2,29.6,56.0,6.8,0.58,190.2,15.5,110.5,44.9,32.8,22.3
2011,Rayagada,maize,1907,1635,3117,1263.9,30.3,25.2,36.3,56.1,6.6,0.47,126.2,12.6,209.6,54.5,37.4,8.1
2011,Rayagada,pulses,816,1901,1551,1260.3,27.4,24.2,31.5,69.4,6.8,0.2,191.9,21.4,192.5,51.9,40.8,7.3
2011,Rayagada,groundnut,1600,1045,1672,1121.4,29.0,22.6,34.7,74.3,6.7,0.63,193.5,36.7,102.9,61.1,31.8,7.1
2011,Rayagada,sesame,1231,1296,1595,1317.2,25.5,21.9,30.7,80.1,6.1,0.35,195.4,19.1,177.4,54.5,34.4,11.1
2011,Sambalpur,rice,2963,2112,6257,1130.7,23.8,19.1,28.5,79.6,6.7,0.45,208.6,26.7,226.4,53.9,42.6,3.5
2011,Sambalpur,maize,2015,2194,4420,1449.9,24.3,19.6,28.5,73.8,7.1,0.62,80.5,15.9,195.7,50.4,39.3,10.3
2011,Sambalpur,pulses,1130,1360,1536,1303.1,25.3,18.1,30.9,64.2,6.2,0.77,188.0,31.2,159.3,37.7,53.9,8.4
2011,Sambalpur,groundnut,1812,2384,4319,1078.4,27.7,22.4,30.8,90.0,7.1,0.68,144.9,23.5,154.3,48.6,36.9,14.5
2011,Sambalpur,sesame,1026,2723,2793,1313.6,24.9,18.5,31.5,90.0,5.9,0.87,95.9,25.5,122.6,64.2,27.3,8.5
2011,Sonepur,rice,2077,1764,3663,804.9,28.5,25.6,33.5,50.0,6.3,1.29,218.0,11.4,148.4,45.2,39.7,15.1
2011,Sonepur,maize,1658,2296,3806,659.1,25.7,21.2,31.3,70.2,5.8,0.5,209.9,19.2,121.0,40.2,42.0,17.8
2011,Sonepur,pulses,1070,1955,2091,1634.0,24.2,21.1,30.0,63.2,6.3,0.57,187.0,36.0,190.1,53.6,20.8,25.6
2011,Sonepur,groundnut,1512,580,876,1038.1,28.9,23.4,33.7,69.8,6.2,0.86,238.3,5.0,165.0,54.3,30.8,14.9
2011,Sonepur,sesame,1075,3407,3662,1179.1,27.8,23.5,33.0,74.6,6.6,0.49,210.3,34.6,172.4,54.6,32.6,12.8
2011,Sundargarh,rice,2687,2139,5747,1009.8,27.6,23.6,32.0,71.9,6.6,0.44,252.7,25.7,114.8,29.6,33.6,36.8
2011,Sundargarh,maize,1888,2056,3881,1127.4,23.0,18.4,27.7,76.3,6.2,1.3,104.4,33.1,138.8,53.6,35.8,10.6
2011,Sundargarh,pulses,1484,1806,2680,980.3,29.8,24.9,35.0,82.3,6.0,0.98,170.5,18.7,153.6,30.0,27.2,42.8
2011,Sundargarh,groundnut,2137,2443,5220,1187.5,27.5,22.8,33.9,68.0,6.6,1.14,161.1,35.6,73.5,61.3,31.3,7.4
2011,Sundargarh,sesame,839,1054,884,1109.0,24.9,20.5,29.8,79.6,6.6,0.89,145.2,11.2,239.9,37.6,51.6,10.8
2011,Bhawanipatna,rice,2439,2001,4880,1414.1,29.5,24.6,34.1,69.4,6.7,1.07,200.2,26.2,231.9,48.8,38.1,13.1
2011,Bhawanipatna,maize,1620,684,1108,1277.7,26.8,22.3,32.0,69.4,7.1,0.83,162.7,29.9,139.1,50.3,30.2,19.5
2011,Bhawanipatna,pulses,1037,2042,2117,1202.6,28.0,23.3,31.2,65.7,6.9,0.71,187.7,29.9,114.4,29.6,33.4,37.0
2011,Bhawanipatna,groundnut,1678,1516,2543,1164.9,28.0,23.0,33.3,88.1,6.3,0.88,174.5,11.5,120.8,40.2,38.6,21.2
2011,Bhawanipatna,sesame,1487,1641,2440,1116.7,26.9,21.5,32.2,82.8,5.3,0.2,175.2,31.0,71.7,20.0,40.7,39.3
2012,Angul,rice,2560,1454,3722,1002.9,25.1,20.0,29.5,74.9,5.1,0.54,143.7,17.4,123.1,53.0,20.0,27.0
2012,Angul,maize,2011,2279,4583,1571.3,26.0,20.7,29.2,50.0,6.9,0.8,258.9,6.3,176.0,63.7,39.2,0.0
2012,Angul,pulses,1269,2004,2543,885.8,29.7,25.3,35.2,54.4,5.9,1.23,182.6,34.5,146.1,26.6,43.9,29.5
2012,Angul,groundnut,1652,2349,3880,1205.0,23.9,18.7,31.1,74.9,6.5,1.12,210.5,22.1,95.4,47.3,45.4,7.3
2012,Angul,sesame,690,2712,1871,1181.7,25.2,19.2,29.9,77.6,6.4,0.78,224.7,22.9,50.2,33.8,44.3,21.9
2012,Balangir,rice,2466,1738,4285,928.3,24.8,21.8,29.7,64.0,6.0,0.78,218.2,40.9,74.4,56.6,44.7,0.0
2012,Balangir,maize,1805,2101,3792,1108.5,27.4,20.9,33.0,75.1,6.3,0.35,189.6,32.1,73.6,34.4,36.3,29.3
2012,Balangir,pulses,953,1603,1527,1115.3,24.3,20.3,30.0,56.9,5.7,0.61,236.6,18.0,126.8,45.4,20.0,34.6
2012,Balangir,groundnut,1923,2191,4213,1118.1,29.0,25.1,35.1,71.5,6.3,0.79,194.6,32.2,96.2,37.4,45.4,17.2
2012,Balangir,sesame,751,2450,1839,1539.9,26.2,20.5,30.0,77.5,6.6,0.94,167.7,5.0,175.2,24.4,31.8,43.8
2012,Bargarh,rice,2735,2095,5729,1589.7,29.1,24.8,34.1,69.5,5.7,0.52,172.0,5.0,152.4,42.5,20.0,37.5
2012,Bargarh,maize,2101,2357,4952,1245.4,26.4,20.8,32.1,73.1,6.1,0.88,259.8,14.0,254.9,39.7,35.3,25.0
2012,Bargarh,pulses,1031,2111,2176,851.6,25.9,22.0,31.0,79.9,6.8,0.2,302.1,23.0,111.2,46.6,36.8,16.6
2012,Bargarh,groundnut,1633,2098,3426,1078.5,26.2,21.9,29.8,71.5,6.8,0.95,241.0,23.2,123.4,53.4,21.4,25.2
2012,Bargarh,sesame,674,1517,1022,1416.0,28.9,23.4,35.0,61.2,6.7,0.76,242.3,18.8,130.8,50.4,43.8,5.8
2012,Bhadrak,rice,2332,1969,4591,988.3,22.0,16.8,27.6,72.6,5.5,0.69,89.1,33.7,95.7,57.6,44.5,0.0
2012,Bhadrak,maize,1774,1433,2542,1270.1,25.3,20.2,29.8,52.2,5.4,0.87,171.9,14.5,184.8,56.7,32.3,11.0
2012,Bhadrak,pulses,1114,2250,2506,928.6,27.4,21.8,33.1,50.6,6.1,0.54,205.0,24.8,224.8,40.1,30.0,29.9
2012,Bhadrak,groundnut,2087,2148,4482,1453.5,27.6,23.8,31.3,54.5,6.8,1.16,292.5,28.4,208.1,39.2,23.4,37.4
2012,Bhadrak,sesame,1112,2208,2455,1221.5,27.8,22.5,34.1,82.9,6.8,1.05,225.7,15.4,187.8,31.1,45.5,23.4
2012,Boudh,rice,2201,2142,4714,1031.0,28.1,23.1,31.5,74.2,6.2,1.06,200.1,24.0,102.1,39.1,30.4,30.5
2012,Boudh,maize,2214,2838,6283,1039.0,29.2,26.4,33.0,60.4,5.8,0.32,220.6,17.9,169.0,51.9,37.7,10.4
2012,Boudh,pulses,1364,1965,2680,962.6,29.1,24.7,33.2,68.2,6.0,0.67,217.2,23.5,105.1,40.1,45.7,14.2
2012,Boudh,groundnut,1924,3037,5843,1436.0,29.3,25.7,35.1,69.5,6.2,0.85,247.3,25.0,106.1,52.4,28.6,19.0
2012,Boudh,sesame,954,1848,1762,1156.2,28.5,24.5,35.4,51.8,6.2,0.91,229.2,19.0,147.1,49.1,32.7,18.2
2012,Cuttack,rice,2848,2419,6889,1374.6,25.1,20.2,29.8,59.9,6.7,0.64,232.8,9.3,236.0,36.0,37.2,26.8
2012,Cuttack,maize,2197,1714,3765,1370.5,24.5,18.0,29.5,64.0,6.4,1.04,170.8,12.5,138.9,33.2,53.2,13.6
2012,Cuttack,pulses,1058,2415,2555,1241.9,25.0,20.0,30.8,68.1,7.1,1.11,245.9,15.4,96.0,38.9,37.0,24.1
2012,Cuttack,groundnut,1936,914,1769,1198.4,27.3,22.6,33.6,74.2,7.2,0.74,246.9,36.4,215.6,34.1,32.5,33.4
2012,Cuttack,sesame,813,2244,1824,1337.3,25.3,20.2,28.3,84.4,6.2,0.82,184.5,31.5,50.0,44.8,33.9,21.3
2012,Deogarh,rice,2386,2863,6831,1022.5,28.5,23.1,34.8,63.3,6.1,1.13,221.3,5.0,123.0,48.9,43.4,7.7
2012,Deogarh,maize,1830,542,991,1304.6,24.6,21.6,26.8,78.1,6.6,0.73,269.5,26.4,230.8,31.1,34.7,34.2
2012,Deogarh,pulses,795,1885,1498,1150.3,28.3,23.3,33.9,77.0,7.6,0.71,152.9,22.5,109.9,59.8,32.2,8.0
2012,Deogarh,groundnut,1658,1764,2924,1343.7,26.7,22.3,33.4,61.4,6.5,1.0,118.4,24.8,97.2,53.2,25.4,21.4
2012,Deogarh,sesame,1073,2552,2738,1372.3,27.5,22.7,31.9,84.7,6.2,0.49,233.3,12.0,102.5,30.6,30.2,39.2
2012,Dhenkanal,rice,2479,2121,5257,1390.3,28.1,23.3,32.9,75.1,7.1,0.84,176.5,10.1,77.7,51.7,40.8,7.5
2012,Dhenkanal,maize,2144,1935,4148,1481.4,26.0,20.0,31.0,63.9,6.8,0.92,217.8,20.8,148.1,68.9,46.8,0.0
2012,Dhenkanal,pulses,1380,2055,2835,1401.4,28.0,23.0,32.7,69.2,5.0,0.86,175.6,35.9,151.0,33.1,34.5,32.4
2012,Dhenkanal,groundnut,1538,2236,3438,1258.2,28.9,24.7,33.9,56.3,6.9,0.96,224.8,20.0,170.7,61.0,32.1,6.9
2012,Dhenkanal,sesame,934,1456,1359,1026.3,27.2,21.1,31.9,67.6,6.3,0.64,214.7,5.0,214.0,38.3,42.2,19.5
2012,Gajapati,rice,2182,2334,5092,1334.4,27.8,23.8,33.0,58.2,6.4,1.11,239.8,20.2,101.3,51.5,35.2,13.3
2012,Gajapati,maize,1419,2391,3392,1195.2,29.4,25.5,31.2,72.8,6.6,0.29,151.1,47.6,134.7,52.3,28.5,19.2
2012,Gajapati,pulses,677,1914,1295,1146.9,26.2,21.3,31.5,68.5,5.9,0.95,102.5,5.0,187.0,50.1,34.4,15.5
2012,Gajapati,groundnut,1451,1646,2388,1147.5,23.8,19.5,29.5,84.3,6.3,1.03,104.3,26.6,109.8,48.1,32.5,19.4
2012,Gajapati,sesame,1230,1562,1921,1325.5,26.4,21.6,31.2,61.5,6.5,0.78,212.1,20.8,189.9,54.2,24.5,21.3
2012,Ganjam,rice,2717,1406,3820,1317.6,28.2,25.1,33.3,65.3,6.1,1.21,167.3,11.9,153.8,51.9,33.6,14.5
2012,Ganjam,maize,2291,2265,5189,764.4,25.9,21.5,31.4,50.0,7.8,0.96,207.4,31.8,267.2,53.7,44.5,1.8
2012,Ganjam,pulses,1232,1929,2376,1104.8,25.3,21.0,28.9,69.2,5.7,0.86,198.2,21.5,123.9,70.0,48.6,0.0
2012,Ganjam,groundnut,1488,2116,3148,1078.4,25.0,21.3,30.4,63.2,7.0,1.1,268.7,11.5,173.8,51.3,30.3,18.4
2012,Ganjam,sesame,707,2804,1982,1245.5,28.3,24.1,32.1,64.3,6.4,0.48,199.5,5.0,94.0,51.7,41.0,7.3
2012,Jagatsinghpur,rice,2402,1491,3581,994.5,26.3,20.7,32.2,65.0,5.9,0.88,158.8,14.8,216.3,53.3,36.6,10.1
2012,Jagatsinghpur,maize,1682,2105,3540,1412.5,26.2,19.8,32.5,86.6,6.7,0.98,270.7,24.5,124.9,40.5,37.4,22.1
2012,Jagatsinghpur,pulses,877,1928,1690,1419.3,22.6,16.1,28.7,65.4,6.8,0.8,261.5,29.8,80.0,50.9,32.9,16.2
2012,Jagatsinghpur,groundnut,1820,1635,2975,1549.6,29.1,24.8,32.8,66.1,6.7,0.87,262.7,27.9,198.5,48.3,21.1,30.6
2012,Jagatsinghpur,sesame,851,2530,2153,1189.7,28.0,23.3,32.0,68.8,6.7,0.6,188.2,10.6,206.0,42.1,49.5,8.4
2012,Jajpur,rice,2882,1959,5645,998.3,22.8,19.3,26.4,83.8,6.6,0.92,89.0,8.0,194.4,47.9,33.5,18.6
2012,Jajpur,maize,2141,2817,6031,1155.8,27.1,21.9,34.5,50.0,6.8,0.77,228.3,13.4,147.6,52.1,60.0,0.0
2012,Jajpur,pulses,1402,1575,2208,1115.2,26.1,22.9,30.8,77.3,5.9,1.11,224.4,12.7,142.9,61.0,42.3,0.0
2012,Jajpur,groundnut,1802,1881,3389,1215.3,26.0,23.1,33.0,71.6,6.7,0.78,163.2,18.1,70.0,67.8,22.7,9.5
2012,Jajpur,sesame,642,1779,1142,1457.6,27.0,23.2,33.3,77.3,6.8,1.01,319.7,41.9,115.7,61.2,38.8,0.0
2012,Jharsuguda,rice,2624,1153,3025,1165.9,25.4,19.6,31.5,50.0,6.5,1.14,190.7,27.3,167.6,48.4,32.3,19.3
2012,Jharsuguda,maize,1695,1439,2439,1341.9,27.0,22.1,31.6,66.9,7.0,0.7,132.9,27.4,139.8,45.3,51.1,3.6
2012,Jharsuguda,pulses,1194,2144,2559,964.2,26.6,21.0,30.0,72.0,6.6,0.81,251.9,23.3,223.9,35.1,36.4,28.5
2012,Jharsuguda,groundnut,1821,1465,2667,1391.3,31.6,26.6,37.1,70.8,6.1,0.25,164.7,6.1,235.2,43.8,31.5,24.7
2012,Jharsuguda,sesame,1122,1439,1614,1046.6,27.1,21.1,32.6,72.5,6.5,0.92,210.1,9.7,152.3,34.3,35.8,29.9
2012,Kalahandi,rice,2379,3269,7776,1192.0,24.2,19.3,29.7,86.7,6.2,0.33,240.8,6.2,128.2,42.4,34.3,23.3
2012,Kalahandi,maize,2172,1658,3601,1145.3,27.0,21.9,32.1,74.4,6.9,0.92,222.7,5.0,152.5,49.8,42.3,7.9
